PythonGen
test_check_equlity	0.01	True	298.47340400000013	307.53633180797567
test_check_equlity	0.05	False	298.47340400000013	292.14602484235235
test_check_equlity	0.1	False	298.47340400000013	283.94150914735457
test_check_independ	0.01	True	-2509623265.540261	65077.536331807976
test_check_independ	0.05	True	-2509623265.540261	65062.146024842354
test_check_independ	0.1	True	-2509623265.540261	65053.94150914736
test_check_homog	0.01	True	-8447784719.365603	90067.53633180798
test_check_homog	0.05	True	-8447784719.365603	90052.14602484235
test_check_homog	0.1	True	-8447784719.365603	90043.94150914735

LehmerLowGen
test_check_equlity	0.01	False	124254.55276399996	307.53633180797567
test_check_equlity	0.05	False	124254.55276399996	292.14602484235235
test_check_equlity	0.1	False	124254.55276399996	283.94150914735457
test_check_independ	0.01	True	-1001296044.8463132	65077.536331807976
test_check_independ	0.05	True	-1001296044.8463132	65062.146024842354
test_check_independ	0.1	True	-1001296044.8463132	65053.94150914736
test_check_homog	0.01	True	-5313705301.726484	90067.53633180798
test_check_homog	0.05	True	-5313705301.726484	90052.14602484235
test_check_homog	0.1	True	-5313705301.726484	90043.94150914735

LehmerHighGen
test_check_equlity	0.01	False	124245.12876399998	307.53633180797567
test_check_equlity	0.05	False	124245.12876399998	292.14602484235235
test_check_equlity	0.1	False	124245.12876399998	283.94150914735457
test_check_independ	0.01	True	-1001921272.7267088	65077.536331807976
test_check_independ	0.05	True	-1001921272.7267088	65062.146024842354
test_check_independ	0.1	True	-1001921272.7267088	65053.94150914736
test_check_homog	0.01	True	-5303705230.927832	90067.53633180798
test_check_homog	0.05	True	-5303705230.927832	90052.14602484235
test_check_homog	0.1	True	-5303705230.927832	90043.94150914735

L20Gen
test_check_equlity	0.01	True	253.78578800000048	307.53633180797567
test_check_equlity	0.05	True	253.78578800000048	292.14602484235235
test_check_equlity	0.1	True	253.78578800000048	283.94150914735457
test_check_independ	0.01	True	-2560438672.2947345	65077.536331807976
test_check_independ	0.05	True	-2560438672.2947345	65062.146024842354
test_check_independ	0.1	True	-2560438672.2947345	65053.94150914736
test_check_homog	0.01	True	-8464909865.840063	90067.53633180798
test_check_homog	0.05	True	-8464909865.840063	90052.14602484235
test_check_homog	0.1	True	-8464909865.840063	90043.94150914735

L89Gen
test_check_equlity	0.01	True	232.1980760000002	307.53633180797567
test_check_equlity	0.05	True	232.1980760000002	292.14602484235235
test_check_equlity	0.1	True	232.1980760000002	283.94150914735457
test_check_independ	0.01	True	-2522435055.4425025	65077.536331807976
test_check_independ	0.05	True	-2522435055.4425025	65062.146024842354
test_check_independ	0.1	True	-2522435055.4425025	65053.94150914736
test_check_homog	0.01	True	-8485285012.411412	90067.53633180798
test_check_homog	0.05	True	-8485285012.411412	90052.14602484235
test_check_homog	0.1	True	-8485285012.411412	90043.94150914735

GeffeGen
test_check_equlity	0.01	False	56755.91046000001	307.53633180797567
test_check_equlity	0.05	False	56755.91046000001	292.14602484235235
test_check_equlity	0.1	False	56755.91046000001	283.94150914735457
test_check_independ	0.01	True	-182747695.51968867	65077.536331807976
test_check_independ	0.05	True	-182747695.51968867	65062.146024842354
test_check_independ	0.1	True	-182747695.51968867	65053.94150914736
test_check_homog	0.01	True	-7784926953.273764	90067.53633180798
test_check_homog	0.05	True	-7784926953.273764	90052.14602484235
test_check_homog	0.1	True	-7784926953.273764	90043.94150914735

LibGen
test_check_equlity	0.01	False	1679081.1004760007	307.53633180797567
test_check_equlity	0.05	False	1679081.1004760007	292.14602484235235
test_check_equlity	0.1	False	1679081.1004760007	283.94150914735457
test_check_independ	0.01	True	-99110531.53616562	65077.536331807976
test_check_independ	0.05	True	-99110531.53616562	65062.146024842354
test_check_independ	0.1	True	-99110531.53616562	65053.94150914736
test_check_homog	0.01	True	-1597201667.6594684	90067.53633180798
test_check_homog	0.05	True	-1597201667.6594684	90052.14602484235
test_check_homog	0.1	True	-1597201667.6594684	90043.94150914735

WolframGen
test_check_equlity	0.01	False	7067897.679291999	307.53633180797567
test_check_equlity	0.05	False	7067897.679291999	292.14602484235235
test_check_equlity	0.1	False	7067897.679291999	283.94150914735457
test_check_independ	0.01	True	-125005.99966400847	65077.536331807976
test_check_independ	0.05	True	-125005.99966400847	65062.146024842354
test_check_independ	0.1	True	-125005.99966400847	65053.94150914736
test_check_homog	0.01	True	-133123623.51969133	90067.53633180798
test_check_homog	0.05	True	-133123623.51969133	90052.14602484235
test_check_homog	0.1	True	-133123623.51969133	90043.94150914735

BMGen
test_check_equlity	0.01	True	286.3388760000001	307.53633180797567
test_check_equlity	0.05	True	286.3388760000001	292.14602484235235
test_check_equlity	0.1	False	286.3388760000001	283.94150914735457
test_check_independ	0.01	True	-2515935143.9814925	65077.536331807976
test_check_independ	0.05	True	-2515935143.9814925	65062.146024842354
test_check_independ	0.1	True	-2515935143.9814925	65053.94150914736
test_check_homog	0.01	True	-8485660323.684333	90067.53633180798
test_check_homog	0.05	True	-8485660323.684333	90052.14602484235
test_check_homog	0.1	True	-8485660323.684333	90043.94150914735

BBSGen
test_check_equlity	0.01	True	254.70342000000036	307.53633180797567
test_check_equlity	0.05	True	254.70342000000036	292.14602484235235
test_check_equlity	0.1	True	254.70342000000036	283.94150914735457
test_check_independ	0.01	True	-2514434788.000359	65077.536331807976
test_check_independ	0.05	True	-2514434788.000359	65062.146024842354
test_check_independ	0.1	True	-2514434788.000359	65053.94150914736
test_check_homog	0.01	True	-8488410471.029903	90067.53633180798
test_check_homog	0.05	True	-8488410471.029903	90052.14602484235
test_check_homog	0.1	True	-8488410471.029903	90043.94150914735

